"nom","sexe","date_naissance","num_deptmt","parti_ratt_financier","nb_mandats","semaines_presence","commission_presences","commission_interventions","hemicycle_interventions","hemicycle_interventions_courtes","amendements_signes","amendements_adoptes","rapports","propositions_ecrites","propositions_signees","questions_ecrites","questions_orales","semaines_presence_S","commission_presences_S","commission_interventions_S","hemicycle_interventions_S","hemicycle_interventions_courtes_S","amendements_signes_S","amendements_adoptes_S","rapports_S","propositions_ecrites_S","propositions_signees_S","questions_ecrites_S","questions_orales_S","score"
"Françoise Dumas","F","1960-04-12",30,"Parti socialiste",3,25,54,44,42,12,624,218,0,0,25,20,3,-0.324248345098144,0.180077061338658,-0.169430375491557,-0.249024087860581,-0.185224566648481,0.0896958998745912,1.20991097887731,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.127286815070578,0.100518379102617,24.1203831596764
"Hervé Féron","H","1956-08-03",54,"Parti socialiste",2,30,37,30,25,9,395,74,1,0,26,220,2,0.391924655181495,-0.466799599660955,-0.333243415771561,-0.351698246963298,-0.189832229930225,-0.383497415589882,-0.00933456755318523,-0.0144302266753489,-0.380968156057908,-0.140669519575899,1.4945737154467,-0.319903730318647,24.1106474242141
"Philippe Armand Martin","H","1949-04-28",51,"Les Républicains",3,29,34,19,17,24,1008,29,1,1,17,105,3,0.248690055125567,-0.58095430454324,-0.461953661705849,-0.400015498305754,-0.166793913521504,0.883172900478774,-0.390348800812714,-0.0144302266753489,0.141870953948648,-0.636357135733767,0.562003910399265,0.100518379102617,24.0845271010483
"Dominique Baert","H","1959-10-24",59,"Parti socialiste",3,27,62,41,51,121,50,27,3,0,26,19,3,-0.0377791449862886,0.484489607691417,-0.204533169837272,-0.194667180100319,-0.0178128007451108,-1.0963869083202,-0.40728276673536,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.135396117723164,0.100518379102617,23.9313286396243
"Marie-Françoise Bechtel","F","1946-03-19",2,"Parti radical de gauche",1,26,42,99,77,27,85,8,1,1,16,2,7,-0.181013745042216,-0.276541758190481,0.474120854179886,-0.0376361132373394,-0.16218625023976,-1.0240647858693,-0.568155443000495,-0.0144302266753489,0.141870953948648,-0.691433537529086,-0.273254262817133,1.78220681678768,23.8020395958887
"Françoise Imbert","F","1947-09-16",31,"Parti socialiste",1,27,53,16,9,0,173,52,4,0,26,9,3,-0.0377791449862886,0.142025493044563,-0.497056456051565,-0.448332749648209,-0.203655219775457,-0.842226306564175,-0.195608192702288,1.88675213780187,-0.380968156057908,-0.140669519575899,-0.216489144249028,0.100518379102617,23.7947985921279
"François Vannson","H","1962-10-20",88,"Les Républicains",2,27,58,23,14,6,728,26,1,1,25,33,3,-0.0377791449862886,0.332283334515037,-0.415149935911563,-0.418134467559174,-0.194439893211969,0.304595920871557,-0.415749749696683,-0.0144302266753489,0.141870953948648,-0.195745921371218,-0.0218658805869549,0.100518379102617,23.7934881367379
"Geneviève Gaillard","F","1947-05-13",79,"Parti socialiste",2,30,59,46,260,203,293,119,0,0,28,11,0,0.391924655181495,0.370334902809132,-0.146028512594414,1.06762101122132,0.108129995622562,-0.594264743875368,0.371679665706344,-0.648157681501089,-0.380968156057908,-0.030516715985262,-0.200270538943855,-1.16074794916118,23.7514819793341
"Rudy Salles","H","1954-07-30",6,"Union des démocrates et indépendants",3,25,37,38,37,16,655,43,1,0,13,109,6,-0.324248345098144,-0.466799599660955,-0.239635964182987,-0.279222369949616,-0.179081015606155,0.153752636902533,-0.271811039354194,-0.0144302266753489,-0.380968156057908,-0.856662742915042,0.59444112100961,1.36178470736641,23.6256959434545
"Christian Hutin","H","1961-01-18",59,"Parti socialiste",3,25,23,23,47,43,396,138,0,2,18,11,7,-0.324248345098144,-0.999521555778284,-0.415149935911563,-0.218825805771547,-0.137612046070458,-0.381431069234142,0.532552341971478,-0.648157681501089,0.664710063955205,-0.581280733938449,-0.200270538943855,1.78220681678768,23.5668505625078
"Philippe Kemel","H","1948-06-28",62,"Parti socialiste",2,30,56,58,9,0,224,92,2,0,25,24,2,0.391924655181495,0.256180197926848,-0.00561733521155336,-0.448332749648209,-0.203655219775457,-0.736842642421432,0.143071125750626,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.0948496044602324,-0.319903730318647,23.4488706068572
"Jean-Michel Villaumé","H","1946-03-27",70,"Parti socialiste",2,32,72,43,6,2,230,45,1,0,32,8,2,0.67839385529335,0.865005290632366,-0.181131306940129,-0.46645171890163,-0.200583444254295,-0.724444564286992,-0.254877073431548,-0.0144302266753489,-0.380968156057908,0.189788891196013,-0.224598446901615,-0.319903730318647,23.3056812201243
"Jean Glavany","H","1949-05-14",65,"Parti socialiste",2,36,52,29,23,115,11,1,2,0,27,22,3,1.25133225551706,0.103973924750468,-0.344944347220132,-0.363777559798912,-0.027028127308599,-1.17697441619406,-0.627424323729755,0.619297228150391,-0.380968156057908,-0.0855931177805807,-0.111068209765405,0.100518379102617,23.2850750619587
"Jacques Alain Bénisti","H","1952-04-10",94,"Les Républicains",2,24,24,25,23,13,868,23,1,1,41,13,4,-0.467482945154072,-0.961469987484189,-0.391748073014419,-0.363777559798912,-0.183688678887899,0.593884410675166,-0.441150698580652,-0.0144302266753489,0.141870953948648,0.685476507353881,-0.184051933638683,0.520940488523882,23.2290960356602
"Pascal Cherki","H","1966-09-01",75,"Parti socialiste",4,30,37,40,244,176,627,77,0,0,27,20,1,0.391924655181495,-0.466799599660955,-0.216234101285844,0.970986508536413,0.0666610260868649,0.0958949389418114,0.0160663813307834,-0.648157681501089,-0.380968156057908,-0.0855931177805807,-0.127286815070578,-0.740325839739912,23.0872577233065
"Philippe Houillon","H","1951-12-15",95,"Les Républicains",3,32,55,79,100,118,584,18,0,2,12,4,1,0.67839385529335,0.218128629632753,0.240102225208452,0.101275984372219,-0.0224204640268549,0.00704204564498883,-0.483485613387266,-0.648157681501089,0.664710063955205,-0.911739144710361,-0.25703565751196,-0.740325839739912,23.0149305993184
"Jacques Moignard","H","1951-08-08",82,"Parti radical de gauche",3,29,55,13,46,13,836,113,0,0,7,3,5,0.248690055125567,0.218128629632753,-0.53215925039728,-0.224865462189353,-0.183688678887899,0.527761327291484,0.320877767938407,-0.648157681501089,-0.380968156057908,-1.18712115368695,-0.265144960164546,0.941362597945147,22.9862399079356
"Axel Poniatowski","H","1951-08-03",95,"Les Républicains",3,32,59,28,5,1,574,14,0,0,45,0,2,0.67839385529335,0.370334902809132,-0.356645278668704,-0.472491375319436,-0.202119332014876,-0.0136214179124118,-0.517353545232557,-0.648157681501089,-0.380968156057908,0.905782114535155,-0.289472868122306,-0.319903730318647,22.789002026426
"Michel Issindou","H","1952-07-12",38,"Parti socialiste",2,22,29,27,68,125,232,133,5,0,25,8,1,-0.753952145265927,-0.771212146013714,-0.368346210117276,-0.0919930209976016,-0.0116692497027853,-0.720311871575512,0.490217427164864,2.52047959262761,-0.380968156057908,-0.195745921371218,-0.224598446901615,-0.740325839739912,22.7836323452213
"Christian Jacob","H","1959-12-04",77,"Les Républicains",3,37,0,0,163,372,504,12,0,1,4,8,7,1.39456685557299,-1.87470762654247,-0.684271359228712,0.481774338694054,0.367695027160815,-0.158265662814216,-0.534287511155203,-0.648157681501089,0.141870953948648,-1.35235035907291,-0.224598446901615,1.78220681678768,22.637177033217
"Pascal Terrasse","H","1964-10-26",7,"Parti socialiste",2,21,36,153,28,47,529,98,2,0,26,34,1,-0.897186745321855,-0.50485116795505,1.10597115240276,-0.333579277709878,-0.131468495028133,-0.106607003920714,0.193873023518564,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.0137565779343685,-0.740325839739912,22.5841821263465
"Jérôme Lambert","H","1957-06-07",16,"Parti socialiste",1,26,73,23,6,1,898,121,1,0,6,22,2,-0.181013745042216,0.903056858926461,-0.415149935911563,-0.46645171890163,-0.202119332014876,0.655874801347367,0.38861363162899,-0.0144302266753489,-0.380968156057908,-1.24219755548227,-0.111068209765405,-0.319903730318647,22.448967638006
"Daniel Goldberg","H","1965-08-24",93,"Parti socialiste",2,32,58,50,144,34,221,89,1,0,26,12,0,0.67839385529335,0.332283334515037,-0.0992247868001269,0.367020866755723,-0.15143503591569,-0.743041681488653,0.117670176866658,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.192161236291269,-1.16074794916118,22.4451830116904
"Jacques Lamblin","H","1952-08-29",54,"Les Républicains",3,29,37,15,81,37,569,12,0,0,42,13,4,0.248690055125567,-0.466799599660955,-0.508757387500136,-0.0134774875661118,-0.146827372633946,-0.0239531496911121,-0.534287511155203,-0.648157681501089,-0.380968156057908,0.740552909149199,-0.184051933638683,0.520940488523882,22.4213342259531
"Francis Hillmeyer","H","1946-09-09",68,"Union des démocrates et indépendants",2,26,46,28,12,0,785,54,1,1,14,10,4,-0.181013745042216,-0.124335485014101,-0.356645278668704,-0.430213780394788,-0.203655219775457,0.422377663148741,-0.178674226779643,-0.0144302266753489,0.141870953948648,-0.801586341119723,-0.208379841596442,0.520940488523882,22.3807639550435
"Olivier Carré","H","1961-03-16",45,"Les Républicains",3,28,61,209,25,49,553,14,1,0,5,5,1,0.105455455069639,0.446438039397322,1.76122331352277,-0.351698246963298,-0.12839671950697,-0.057014691382953,-0.517353545232557,-0.0144302266753489,-0.380968156057908,-1.29727395727759,-0.248926354859374,-0.740325839739912,22.3575501751446
"Valérie Corre","F","1967-05-17",45,"Parti socialiste",1,32,56,60,35,20,189,72,1,0,25,13,2,0.67839385529335,0.256180197926848,0.01778452768559,-0.291301682785229,-0.17293746456383,-0.809164764872334,-0.026268533475831,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.184051933638683,-0.319903730318647,22.3109005573027
"Hervé Gaymard","H","1960-05-31",73,"Les Républicains",2,30,63,42,65,71,655,28,2,0,10,11,1,0.391924655181495,0.522541175985512,-0.1928322383887,-0.110111990251022,-0.0946071887741796,0.153752636902533,-0.398815783774037,0.619297228150391,-0.380968156057908,-1.021891948301,-0.200270538943855,-0.740325839739912,22.2867893473459
"Marc-Philippe Daubresse","H","1953-08-01",59,"Les Républicains",3,22,19,1,16,13,1249,40,1,0,58,0,2,-0.753952145265927,-1.15172782895466,-0.67257042778014,-0.406055154723561,-0.183688678887899,1.38116237221213,-0.297211988238163,-0.0144302266753489,-0.380968156057908,1.6217753378743,-0.289472868122306,-0.319903730318647,22.2508801771645
"Jacques Bompard","H","1943-02-24",84,"Debout la France",2,10,14,15,34,6,160,0,0,12,12,185,1,-2.47276734593706,-1.34198567042514,-0.508757387500136,-0.297341339203036,-0.194439893211969,-0.869088809188796,-0.635891306691078,-0.648157681501089,5.89310116402077,-0.911739144710361,1.21074812260618,-0.740325839739912,22.1300052309085
"François Asensi","H","1945-06-01",93,"Parti communiste Français",2,23,26,5,56,2,921,27,0,1,14,7,8,-0.610717545209999,-0.885366850895999,-0.625766701985853,-0.164468898011284,-0.200583444254295,0.703400767529389,-0.40728276673536,-0.648157681501089,0.141870953948648,-0.801586341119723,-0.232707749554201,2.20262892620894,22.1005375734084
"Yves Albarello","H","1952-03-17",77,"Les Républicains",2,30,49,35,20,7,570,13,0,0,25,6,5,0.391924655181495,-0.0101807801318166,-0.274738758528702,-0.381896529052333,-0.192904005451388,-0.021886803335372,-0.52582052819388,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.240817052206787,0.941362597945147,22.0735082169332
"Daniel Boisserie","H","1946-06-08",87,"Parti socialiste",3,29,64,57,16,5,203,33,1,0,28,54,2,0.248690055125567,0.560592744279607,-0.0173182666601251,-0.406055154723561,-0.19597578097255,-0.780235915891974,-0.356480868967423,-0.0144302266753489,-0.380968156057908,-0.030516715985262,0.148429475117359,-0.319903730318647,22.0629232863147
"William Dumas","H","1942-01-23",30,"Parti socialiste",2,30,69,5,13,3,380,67,0,0,26,45,3,0.391924655181495,0.750850585750081,-0.625766701985853,-0.424174123976981,-0.199047556493713,-0.414492610925983,-0.0686034482824453,-0.648157681501089,-0.380968156057908,-0.140669519575899,0.0754457512440817,0.100518379102617,21.9679618812286
"Pascal Demarthe","H","1960-01-29",80,"Parti socialiste",2,29,69,18,14,1,168,61,0,0,25,3,5,0.248690055125567,0.750850585750081,-0.473654593154421,-0.418134467559174,-0.202119332014876,-0.852558038342876,-0.119405346050383,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.265144960164546,0.941362597945147,21.8903587542392
"Michel Vergnier","H","1946-11-25",23,"Parti socialiste",2,30,58,16,25,47,81,18,1,1,27,28,3,0.391924655181495,0.332283334515037,-0.497056456051565,-0.351698246963298,-0.131468495028133,-1.03233017129226,-0.483485613387266,-0.0144302266753489,0.141870953948648,-0.0855931177805807,-0.0624123938498869,0.100518379102617,21.7029791828249
"Suzanne Tallard","F","1943-06-19",17,"Parti socialiste",1,31,60,22,5,3,472,85,1,1,26,5,0,0.535159255237422,0.408386471103227,-0.426850867360134,-0.472491375319436,-0.199047556493713,-0.224388746197898,0.0838022450213663,-0.0144302266753489,0.141870953948648,-0.140669519575899,-0.248926354859374,-1.16074794916118,21.6385075104116
"Sébastien Pietrasanta","H","1977-08-07",92,"Parti socialiste",2,30,65,53,19,6,88,34,1,0,26,3,3,0.391924655181495,0.598644312573702,-0.0641219924544118,-0.38793618547014,-0.194439893211969,-1.01786574680208,-0.3480138860061,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.265144960164546,0.100518379102617,21.6283466755279
"François Loncle","H","1941-10-21",27,"Parti socialiste",1,30,103,54,9,40,23,7,1,0,27,16,0,0.391924655181495,2.04460390774931,-0.0524210610058401,-0.448332749648209,-0.142219709352202,-1.15217825992518,-0.576622425961818,-0.0144302266753489,-0.380968156057908,-0.0855931177805807,-0.159724025680923,-1.16074794916118,21.5937281151632
"Paola Zanetti","F","1976-09-01",57,"Parti socialiste",3,24,38,41,86,36,264,98,2,0,25,12,3,-0.467482945154072,-0.42874803136686,-0.204533169837272,0.0167207945229227,-0.148363260394528,-0.65418878819183,0.193873023518564,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.192161236291269,0.100518379102617,21.5813657331783
"Jérôme Chartier","H","1966-11-14",95,"Les Républicains",4,26,44,31,8,11,677,23,1,1,26,0,3,-0.181013745042216,-0.200438621602291,-0.321542484322989,-0.454372406066016,-0.186760454409062,0.199212256728814,-0.441150698580652,-0.0144302266753489,0.141870953948648,-0.140669519575899,-0.289472868122306,0.100518379102617,21.4681287721432
"Christophe Bouillon","H","1969-03-04",76,"Parti socialiste",2,29,70,43,25,5,213,74,0,0,25,9,3,0.248690055125567,0.788902154044176,-0.181131306940129,-0.351698246963298,-0.19597578097255,-0.759572452334573,-0.00933456755318523,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.216489144249028,0.100518379102617,21.4371477055702
"Franck Reynier","H","1965-10-20",26,"Union des démocrates et indépendants",3,30,35,11,11,3,777,55,1,0,9,13,5,0.391924655181495,-0.542902736249145,-0.555561113294423,-0.436253436812595,-0.199047556493713,0.40584689230282,-0.17020724381832,-0.0144302266753489,-0.380968156057908,-1.07696835009632,-0.184051933638683,0.941362597945147,21.3876931141412
"Yves Nicolin","H","1963-03-05",42,"Les Républicains",2,22,25,10,6,54,698,16,0,3,46,43,2,-0.753952145265927,-0.923418419190094,-0.567262044742995,-0.46645171890163,-0.120717280704063,0.242605530199356,-0.500419579309912,-0.648157681501089,1.18754917396176,0.960858516330474,0.0592271459389089,-0.319903730318647,21.3175450058607
"Jean-Noël Carpentier","H","1969-12-09",95,"Parti radical de gauche",3,28,26,22,39,22,816,93,0,2,8,3,4,0.105455455069639,-0.885366850895999,-0.426850867360134,-0.267143057114002,-0.169865689042667,0.486434400176682,0.151538108711949,-0.648157681501089,0.664710063955205,-1.13204475189164,-0.265144960164546,0.520940488523882,21.2798871031655
"Martine Carrillon-Couvreur","F","1948-03-21",58,"Parti socialiste",2,26,41,27,31,7,386,143,1,0,25,11,3,-0.181013745042216,-0.314593326484576,-0.368346210117276,-0.315460308456457,-0.192904005451388,-0.402094532791543,0.574887256778093,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.200270538943855,0.100518379102617,21.2191445875456
"Jean-Jacques Guillet","H","1946-10-16",92,"Les Républicains",3,26,36,11,28,24,1063,23,1,0,39,10,1,-0.181013745042216,-0.50485116795505,-0.555561113294423,-0.333579277709878,-0.166793913521504,0.996821950044477,-0.441150698580652,-0.0144302266753489,-0.380968156057908,0.575323703763243,-0.208379841596442,-0.740325839739912,21.0619953058496
"Rémi Delatte","H","1956-06-09",21,"Les Républicains",3,26,46,22,21,6,895,27,0,0,23,24,4,-0.181013745042216,-0.124335485014101,-0.426850867360134,-0.375856872634526,-0.194439893211969,0.649675762280147,-0.40728276673536,-0.648157681501089,-0.380968156057908,-0.305898724961855,-0.0948496044602324,0.520940488523882,21.0275636055236
"Sandrine Doucet","F","1959-09-10",33,"Parti socialiste",1,32,54,21,31,3,352,87,1,0,26,6,1,0.67839385529335,0.180077061338658,-0.438551798808706,-0.315460308456457,-0.199047556493713,-0.472350308886705,0.100736210944012,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.240817052206787,-0.740325839739912,20.9925302959802
"Maurice Leroy","H","1959-02-02",41,"Union des démocrates et indépendants",2,20,12,9,181,380,1038,57,0,1,22,91,2,-1.04042134537778,-1.41808880701333,-0.578962976191566,0.590488154214578,0.379982129245466,0.945163291150976,-0.153273277895674,-0.648157681501089,0.141870953948648,-0.360975126757174,0.448473673263055,-0.319903730318647,20.9184697748477
"Michel Vauzelle","H","1944-08-15",13,"Parti socialiste",2,22,45,25,7,1,159,26,4,0,25,13,3,-0.753952145265927,-0.162387053308196,-0.391748073014419,-0.460412062483823,-0.202119332014876,-0.871155155544536,-0.415749749696683,1.88675213780187,-0.380968156057908,-0.195745921371218,-0.184051933638683,0.100518379102617,20.8765199436946
"Delphine Batho","F","1973-03-23",79,"Parti socialiste",1,32,73,119,24,17,97,25,0,0,26,28,0,0.67839385529335,0.903056858926461,0.70813948315132,-0.357737903381105,-0.177545127845574,-0.99926862960042,-0.424216732658006,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.0624123938498869,-1.16074794916118,20.8006957620958
"Jean-Marc Germain","H","1966-06-12",92,"Parti socialiste",1,32,67,55,65,47,130,16,0,0,25,12,2,0.67839385529335,0.674747449161891,-0.0407201295572684,-0.110111990251022,-0.131468495028133,-0.931079199860998,-0.500419579309912,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.192161236291269,-0.319903730318647,20.7142805355683
"Serge Bardy","H","1947-11-06",49,"Parti socialiste",1,24,40,39,20,8,459,114,1,0,26,21,3,-0.467482945154072,-0.352644894778671,-0.227935032734416,-0.381896529052333,-0.191368117690806,-0.251251248822519,0.32934475089973,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.119177512417992,0.100518379102617,20.7133880452115
"Philippe Cochet","H","1961-05-23",69,"Les Républicains",3,31,33,9,18,70,709,13,0,0,35,22,3,0.535159255237422,-0.619005872837335,-0.578962976191566,-0.393975841887947,-0.096143076534761,0.265335340112496,-0.52582052819388,-0.648157681501089,-0.380968156057908,0.355018096581969,-0.111068209765405,0.100518379102617,20.7131194509887
"Christian Kert","H","1946-07-25",13,"Les Républicains",1,32,50,33,57,16,623,21,0,0,13,28,3,0.67839385529335,0.0278707881622783,-0.298140621425846,-0.158429241593477,-0.179081015606155,0.0876295535188511,-0.458084664503297,-0.648157681501089,-0.380968156057908,-0.856662742915042,-0.0624123938498869,0.100518379102617,20.5926075248235
"Julie Sommaruga","F","1975-08-01",92,"Parti socialiste",2,30,49,21,10,11,179,79,0,0,26,28,4,0.391924655181495,-0.0101807801318166,-0.438551798808706,-0.442293093230402,-0.186760454409062,-0.829828228429735,0.0330003472534291,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.0624123938498869,0.520940488523882,20.4794550701002
"Jean-Luc Reitzer","H","1951-12-29",68,"Les Républicains",3,23,29,8,3,7,525,14,0,0,80,33,1,-0.610717545209999,-0.771212146013714,-0.590663907640138,-0.48457068815505,-0.192904005451388,-0.114872389343675,-0.517353545232557,-0.648157681501089,-0.380968156057908,2.83345617737131,-0.0218658805869549,-0.740325839739912,20.3668720763174
"Guy-Michel Chauveau","H","1944-09-25",72,"Parti socialiste",2,32,73,13,11,28,92,17,1,0,23,2,2,0.67839385529335,0.903056858926461,-0.53215925039728,-0.436253436812595,-0.160650362479179,-1.00960036137912,-0.491952596348589,-0.0144302266753489,-0.380968156057908,-0.305898724961855,-0.273254262817133,-0.319903730318647,20.1147372401493
"Catherine Beaubatie","F","1964-02-10",87,"Parti socialiste",2,28,57,17,11,3,476,104,0,0,26,15,2,0.105455455069639,0.294231766220943,-0.485355524602993,-0.436253436812595,-0.199047556493713,-0.216123360774938,0.244674921286501,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.16783332833351,-0.319903730318647,20.0993121615586
"Arnaud Robinet","H","1975-04-30",51,"Les Républicains",2,23,29,67,160,136,932,24,0,0,6,24,4,-0.610717545209999,-0.771212146013714,0.0996910478255919,0.463655369440634,0.00522551566360989,0.726130577442529,-0.432683715619329,-0.648157681501089,-0.380968156057908,-1.24219755548227,-0.0948496044602324,0.520940488523882,20.0622875019953
"Philippe Nauche","H","1957-07-15",19,"Parti socialiste",3,27,50,89,30,21,124,38,1,1,26,8,1,-0.0377791449862886,0.0278707881622783,0.357111539694169,-0.321499964874264,-0.171401576803248,-0.943477277995438,-0.314145954160809,-0.0144302266753489,0.141870953948648,-0.140669519575899,-0.224598446901615,-0.740325839739912,20.0224896071799
"Alain Calmette","H","1957-11-30",15,"Parti socialiste",4,33,67,22,35,5,65,21,1,0,26,13,1,0.821628455349278,0.674747449161891,-0.426850867360134,-0.291301682785229,-0.19597578097255,-1.0653917129841,-0.458084664503297,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.184051933638683,-0.740325839739912,19.9732643980322
"Gwendal Rouillard","H","1976-04-20",56,"Parti socialiste",2,30,56,18,8,8,238,49,1,0,26,11,2,0.391924655181495,0.256180197926848,-0.473654593154421,-0.454372406066016,-0.191368117690806,-0.707913793441072,-0.221009141586257,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.200270538943855,-0.319903730318647,19.8397680525287
"Jean-Marie Tetart","H","1949-09-01",78,"Les Républicains",2,24,29,13,45,29,816,24,0,1,33,12,3,-0.467482945154072,-0.771212146013714,-0.53215925039728,-0.23090511860716,-0.159114474718597,0.486434400176682,-0.432683715619329,-0.648157681501089,0.141870953948648,0.244865292991331,-0.192161236291269,0.100518379102617,19.8306730693217
"Claude de Ganay","H","1953-09-05",45,"Les Républicains",3,25,34,14,34,8,689,19,2,2,24,12,0,-0.324248345098144,-0.58095430454324,-0.520458318948708,-0.297341339203036,-0.191368117690806,0.224008412997695,-0.475018630425943,0.619297228150391,0.664710063955205,-0.250822323166537,-0.192161236291269,-1.16074794916118,19.7699516979218
"Françoise Dubois","F","1947-12-06",72,"Parti socialiste",3,32,52,18,7,2,271,105,0,0,26,4,2,0.67839385529335,0.103973924750468,-0.473654593154421,-0.460412062483823,-0.200583444254295,-0.63972436370165,0.253141904247824,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.25703565751196,-0.319903730318647,19.7687462420051
"Pierre Aylagas","H","1942-07-24",66,"Parti socialiste",3,32,48,2,8,0,334,136,0,0,25,3,2,0.67839385529335,-0.0482323484259115,-0.660869496331568,-0.454372406066016,-0.203655219775457,-0.509544543290026,0.515618376048833,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.265144960164546,-0.319903730318647,19.7517299805301
"Sophie Dessus","F","1955-09-24",19,"Parti socialiste",3,31,55,54,42,12,383,89,0,0,25,22,0,0.535159255237422,0.218128629632753,-0.0524210610058401,-0.249024087860581,-0.185224566648481,-0.408293571858763,0.117670176866658,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.111068209765405,-1.16074794916118,19.6832260932071
"Jean-Claude Bouchet","H","1957-05-02",84,"Les Républicains",3,17,26,4,1,3,700,19,0,1,76,39,1,-1.47012514554557,-0.885366850895999,-0.637467633434425,-0.496650000990664,-0.199047556493713,0.246738222910836,-0.475018630425943,-0.648157681501089,0.141870953948648,2.61315057019003,0.0267899353285634,-0.740325839739912,19.6761188000711
"Rémi Pauvros","H","1952-07-01",59,"Parti socialiste",3,30,55,16,19,12,38,5,1,0,25,1,4,0.391924655181495,0.218128629632753,-0.497056456051565,-0.38793618547014,-0.185224566648481,-1.12118306458908,-0.593556391884463,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.281363565469719,0.520940488523882,19.6691465337468
"Michel Liebgott","H","1958-02-15",57,"Parti socialiste",3,28,41,35,64,6,307,138,0,0,26,9,2,0.105455455069639,-0.314593326484576,-0.274738758528702,-0.116151646668829,-0.194439893211969,-0.565335894895007,0.532552341971478,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.216489144249028,-0.319903730318647,19.65216320503
"François André","H","1967-07-19",35,"Parti socialiste",2,27,53,28,31,34,97,31,2,0,26,6,2,-0.0377791449862886,0.142025493044563,-0.356645278668704,-0.315460308456457,-0.15143503591569,-0.99926862960042,-0.373414834890069,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.240817052206787,-0.319903730318647,19.5995282525761
"Marcel Rogemont","H","1948-01-03",35,"Parti socialiste",2,25,34,71,94,212,227,64,1,0,25,5,2,-0.324248345098144,-0.58095430454324,0.146494773619879,0.0650380458653779,0.121952985467794,-0.730643603354212,-0.0940043971664139,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.248926354859374,-0.319903730318647,19.5963596179483
"Jean-Jacques Bridey","H","1953-05-07",94,"Parti socialiste",3,28,67,6,19,13,46,18,2,0,25,0,2,0.105455455069639,0.674747449161891,-0.614065770537281,-0.38793618547014,-0.183688678887899,-1.10465229374316,-0.483485613387266,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.289472868122306,-0.319903730318647,19.5864173699211
"Pierre Lequiller","H","1949-12-04",78,"Les Républicains",2,29,54,22,52,51,497,14,0,0,5,3,5,0.248690055125567,0.180077061338658,-0.426850867360134,-0.188627523682512,-0.125324943985807,-0.172730087304396,-0.517353545232557,-0.648157681501089,-0.380968156057908,-1.29727395727759,-0.265144960164546,0.941362597945147,19.3625065453938
"Jean-Paul Bacquet","H","1949-03-11",63,"Parti socialiste",2,28,59,49,4,33,60,7,1,0,26,40,2,0.105455455069639,0.370334902809132,-0.110925718248699,-0.478531031737243,-0.152970923676272,-1.0757234447628,-0.576622425961818,-0.0144302266753489,-0.380968156057908,-0.140669519575899,0.0348992379811498,-0.319903730318647,19.1486585928055
"Alain Leboeuf","H","1964-02-02",85,"Les Républicains",4,27,49,24,28,22,890,34,0,0,16,31,2,-0.0377791449862886,-0.0101807801318166,-0.403449004462991,-0.333579277709878,-0.169865689042667,0.639344030501447,-0.3480138860061,-0.648157681501089,-0.380968156057908,-0.691433537529086,-0.0380844858921277,-0.319903730318647,19.143746353245
"Christophe Priou","H","1958-05-02",44,"Les Républicains",2,31,49,22,7,2,487,12,0,0,21,22,3,0.535159255237422,-0.0101807801318166,-0.426850867360134,-0.460412062483823,-0.200583444254295,-0.193393550861797,-0.534287511155203,-0.648157681501089,-0.380968156057908,-0.416051528552493,-0.111068209765405,0.100518379102617,19.1334995795524
"Alain Bocquet","H","1946-05-06",59,"Parti communiste Français",3,18,18,0,18,20,900,27,0,4,15,76,3,-1.32689054548964,-1.18977939724876,-0.684271359228712,-0.393975841887947,-0.17293746456383,0.660007494058847,-0.40728276673536,-0.648157681501089,1.71038828396832,-0.746509939324405,0.32683413347426,0.100518379102617,19.0706745898593
