"nom","sexe","date_naissance","num_deptmt","parti_ratt_financier","nb_mandats","semaines_presence","commission_presences","commission_interventions","hemicycle_interventions","hemicycle_interventions_courtes","amendements_signes","amendements_adoptes","rapports","propositions_ecrites","propositions_signees","questions_ecrites","questions_orales","semaines_presence_S","commission_presences_S","commission_interventions_S","hemicycle_interventions_S","hemicycle_interventions_courtes_S","amendements_signes_S","amendements_adoptes_S","rapports_S","propositions_ecrites_S","propositions_signees_S","questions_ecrites_S","questions_orales_S","score"
"Edouard Philippe","H","1970-11-28",76,"Les Républicains",3,19,21,6,4,1,468,14,0,0,5,1,2,-1.18365594543371,-1.07562469236647,-0.614065770537281,-0.478531031737243,-0.202119332014876,-0.232654131620858,-0.517353545232557,-0.648157681501089,-0.380968156057908,-1.29727395727759,-0.281363565469719,-0.319903730318647,8.20297463134895
"Jean-Sébastien Vialatte","H","1951-01-30",83,"Les Républicains",3,13,14,2,2,0,538,14,0,0,20,21,2,-2.04306354576928,-1.34198567042514,-0.660869496331568,-0.490610344572857,-0.203655219775457,-0.0880098867190539,-0.517353545232557,-0.648157681501089,-0.380968156057908,-0.471127930347811,-0.119177512417992,-0.319903730318647,8.07330353662279
"Alain Rousset","H","1951-02-16",33,"Parti socialiste",2,14,15,1,100,69,229,42,0,0,25,33,0,-1.89982894571335,-1.30393410213104,-0.67257042778014,0.101275984372219,-0.0976789642953423,-0.726510910642732,-0.280278022315517,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.0218658805869549,-1.16074794916118,8.06811715458312
"Marion Maréchal-Le Pen","F","1989-12-10",84,"Front National",2,21,17,2,62,11,231,1,0,0,1,29,2,-0.897186745321855,-1.22783096554285,-0.660869496331568,-0.128230959504443,-0.186760454409062,-0.722378217931252,-0.627424323729755,-0.648157681501089,-0.380968156057908,-1.51757956445887,-0.0543030911973005,-0.319903730318647,7.86199705716121
"Philippe Martin","H","1953-11-22",32,"Parti socialiste",2,15,19,6,9,8,64,11,0,0,26,22,2,-1.75659434565742,-1.15172782895466,-0.614065770537281,-0.448332749648209,-0.191368117690806,-1.06745805933984,-0.542754494116526,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.111068209765405,-0.319903730318647,7.8584019336233
"Henri Emmanuelli","H","1945-05-31",40,"Parti socialiste",2,17,24,34,0,38,141,24,0,0,25,1,0,-1.47012514554557,-0.961469987484189,-0.286439689977274,-0.502689657408471,-0.145291484873365,-0.908349389947857,-0.432683715619329,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.281363565469719,-1.16074794916118,7.85605352482396
"Laurent Baumel","H","1965-08-13",37,"Parti socialiste",3,19,23,4,18,8,112,20,0,0,27,3,0,-1.18365594543371,-0.999521555778284,-0.637467633434425,-0.393975841887947,-0.191368117690806,-0.968273434264319,-0.46655164746462,-0.648157681501089,-0.380968156057908,-0.0855931177805807,-0.265144960164546,-1.16074794916118,7.83803571949818
"Jean-Claude Perez","H","1964-03-31",11,"Parti socialiste",2,22,21,0,0,41,26,4,0,0,25,23,0,-0.753952145265927,-1.07562469236647,-0.684271359228712,-0.502689657408471,-0.140683821591621,-1.14597922085796,-0.602023374845786,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.102958907112819,-1.16074794916118,7.8078744039162
"Serge Grouard","H","1959-03-19",45,"Les Républicains",2,19,25,17,45,54,516,12,0,0,4,4,0,-1.18365594543371,-0.923418419190094,-0.485355524602993,-0.23090511860716,-0.120717280704063,-0.133469506545335,-0.534287511155203,-0.648157681501089,-0.380968156057908,-1.35235035907291,-0.25703565751196,-1.16074794916118,7.7657980956461
"Patrick Lemasle","H","1952-05-18",31,"Parti socialiste",3,19,34,0,0,6,2,1,0,0,26,19,0,-1.18365594543371,-0.58095430454324,-0.684271359228712,-0.502689657408471,-0.194439893211969,-1.19557153339573,-0.627424323729755,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.135396117723164,-1.16074794916118,7.70761108098031
"Hervé Morin","H","1961-08-17",27,"Union des démocrates et indépendants",4,11,13,27,43,21,712,40,0,0,4,5,2,-2.32953274588113,-1.38003723871923,-0.368346210117276,-0.242984431442774,-0.171401576803248,0.271534379179716,-0.297211988238163,-0.648157681501089,-0.380968156057908,-1.35235035907291,-0.248926354859374,-0.319903730318647,7.62636519821065
"Franck Marlin","H","1964-09-30",91,"Les Républicains",2,6,11,0,0,0,851,24,0,1,30,20,0,-3.04570574616077,-1.45614037530742,-0.684271359228712,-0.502689657408471,-0.203655219775457,0.558756522627585,-0.432683715619329,-0.648157681501089,0.141870953948648,0.0796360876053753,-0.127286815070578,-1.16074794916118,7.59519983714014
"Patrick Labaune","H","1951-06-13",26,"Les Républicains",2,21,24,0,0,2,480,12,0,0,7,4,0,-0.897186745321855,-0.961469987484189,-0.684271359228712,-0.502689657408471,-0.200583444254295,-0.207857975351977,-0.534287511155203,-0.648157681501089,-0.380968156057908,-1.18712115368695,-0.25703565751196,-1.16074794916118,7.25085816018243
"Françoise Guégot","F","1962-08-11",76,"Les Républicains",2,16,18,1,6,1,536,16,0,0,11,3,1,-1.61335974560149,-1.18977939724876,-0.67257042778014,-0.46645171890163,-0.202119332014876,-0.092142579430534,-0.500419579309912,-0.648157681501089,-0.380968156057908,-0.966815546505679,-0.265144960164546,-0.740325839739912,6.96847414909673
"Dominique Chauvel","F","1958-02-15",76,"Parti socialiste",2,17,20,0,0,0,140,38,0,0,26,9,0,-1.47012514554557,-1.11367626066057,-0.684271359228712,-0.502689657408471,-0.203655219775457,-0.910415736303597,-0.314145954160809,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.216489144249028,-1.16074794916118,6.94957144366154
"Patrick Vignal","H","1958-01-22",34,"Parti socialiste",2,14,16,2,5,0,149,47,0,0,25,8,1,-1.89982894571335,-1.26588253383695,-0.660869496331568,-0.472491375319436,-0.203655219775457,-0.891818619101937,-0.237943107508903,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.224598446901615,-0.740325839739912,6.76369930210445
"Philippe Briand","H","1960-10-26",37,"Les Républicains",2,5,0,0,1,10,498,13,0,0,49,65,0,-3.1889403462167,-1.87470762654247,-0.684271359228712,-0.496650000990664,-0.188296342169644,-0.170663740948656,-0.52582052819388,-0.648157681501089,-0.380968156057908,1.12608772171643,0.237631804295809,-1.16074794916118,6.43905632886298
"Bernard Reynès","H","1953-10-18",13,"Les Républicains",3,4,7,0,2,0,604,18,0,2,21,2,1,-3.33217494627263,-1.6083466484838,-0.684271359228712,-0.490610344572857,-0.203655219775457,0.04836897275979,-0.483485613387266,-0.648157681501089,0.664710063955205,-0.416051528552493,-0.273254262817133,-0.740325839739912,5.92303919425326
"Michel Pajon","H","1949-06-30",93,"Parti socialiste",2,12,22,2,2,3,30,15,1,0,25,11,0,-2.1862981458252,-1.03757312407238,-0.660869496331568,-0.490610344572857,-0.199047556493713,-1.137713835435,-0.508886562271235,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.200270538943855,-1.16074794916118,5.90864324480321
"Henri Guaino","H","1957-03-11",78,"Les Républicains",1,18,20,0,6,3,333,14,0,0,5,0,1,-1.32689054548964,-1.11367626066057,-0.684271359228712,-0.46645171890163,-0.199047556493713,-0.511610889645766,-0.517353545232557,-0.648157681501089,-0.380968156057908,-1.29727395727759,-0.289472868122306,-0.740325839739912,5.90294446877877
"Michèle Tabarot","F","1962-10-13",6,"Les Républicains",2,12,14,3,2,0,508,12,0,1,12,28,0,-2.1862981458252,-1.34198567042514,-0.649168564882996,-0.490610344572857,-0.203655219775457,-0.150000277391256,-0.534287511155203,-0.648157681501089,0.141870953948648,-0.911739144710361,-0.0624123938498869,-1.16074794916118,5.85008396546528
"Jean-François Copé","H","1964-05-05",77,"Les Républicains",3,18,19,1,0,6,502,12,0,0,6,0,0,-1.32689054548964,-1.15172782895466,-0.67257042778014,-0.502689657408471,-0.194439893211969,-0.162398355525696,-0.534287511155203,-0.648157681501089,-0.380968156057908,-1.24219755548227,-0.289472868122306,-1.16074794916118,5.6810681538304
"Thomas Thévenoud","H","1974-05-05",71,"Parti radical de gauche",2,19,18,1,4,0,5,0,0,0,0,6,3,-1.18365594543371,-1.18977939724876,-0.67257042778014,-0.478531031737243,-0.203655219775457,-1.18937249432851,-0.635891306691078,-0.648157681501089,-0.380968156057908,-1.57265596625418,-0.240817052206787,0.100518379102617,5.61042719357266
"Frédéric Cuvillier","H","1968-12-09",62,"Parti socialiste",2,11,12,2,3,1,23,2,0,0,25,94,1,-2.32953274588113,-1.41808880701333,-0.660869496331568,-0.48457068815505,-0.202119332014876,-1.15217825992518,-0.618957340768432,-0.648157681501089,-0.380968156057908,-0.195745921371218,0.472801581220815,-0.740325839739912,5.45647173985842
"Malek Boutih","H","1964-10-27",91,"Parti socialiste",1,14,18,2,5,2,6,1,0,0,25,0,1,-1.89982894571335,-1.18977939724876,-0.660869496331568,-0.472491375319436,-0.200583444254295,-1.18730614797277,-0.627424323729755,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.289472868122306,-0.740325839739912,5.12933812308651
"Sylvie Andrieux","F","1961-12-15",13,"Non rattachée",3,23,33,0,0,0,0,0,0,0,0,1,0,-0.610717545209999,-0.619005872837335,-0.684271359228712,-0.502689657408471,-0.203655219775457,-1.19970422610721,-0.635891306691078,-0.648157681501089,-0.380968156057908,-1.57265596625418,-0.281363565469719,-1.16074794916118,5.11258455941364
"Aurélie Filippetti","F","1973-06-17",57,"Parti socialiste",2,10,13,3,28,1,228,47,0,0,25,7,0,-2.47276734593706,-1.38003723871923,-0.649168564882996,-0.333579277709878,-0.202119332014876,-0.728577256998472,-0.237943107508903,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.232707749554201,-1.16074794916118,4.81359690060712
"François Lamy","H","1959-10-31",91,"Parti socialiste",2,11,15,7,0,0,17,8,1,0,25,10,0,-2.32953274588113,-1.30393410213104,-0.60236483908871,-0.502689657408471,-0.203655219775457,-1.16457633805962,-0.568155443000495,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.208379841596442,-1.16074794916118,4.78274347050997
"Michèle Fournier-Armand","F","1946-07-28",84,"Parti socialiste",2,9,9,0,3,1,170,48,0,0,26,0,1,-2.61600194599299,-1.53224351189561,-0.684271359228712,-0.48457068815505,-0.202119332014876,-0.848425345631395,-0.22947612454758,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.289472868122306,-0.740325839739912,4.38912833517996
"Bernard Brochand","H","1938-06-05",6,"Les Républicains",2,4,4,0,0,0,548,14,0,0,39,8,0,-3.33217494627263,-1.72250135336609,-0.684271359228712,-0.502689657408471,-0.203655219775457,-0.0673464231616533,-0.517353545232557,-0.648157681501089,-0.380968156057908,0.575323703763243,-0.224598446901615,-1.16074794916118,4.21260151132832
"Gilbert Sauvan","H","1956-07-15",4,"Parti socialiste",2,6,8,1,10,0,150,25,0,0,26,4,2,-3.04570574616077,-1.57029508018971,-0.67257042778014,-0.442293093230402,-0.203655219775457,-0.889752272746197,-0.424216732658006,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.25703565751196,-0.319903730318647,3.90534976989576
"Laurent Cathala","H","1945-09-21",94,"Parti socialiste",3,14,14,0,6,1,7,5,0,0,25,3,0,-1.89982894571335,-1.34198567042514,-0.684271359228712,-0.46645171890163,-0.202119332014876,-1.18523980161703,-0.593556391884463,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.265144960164546,-1.16074794916118,3.83469248115778
"François-Xavier Villain","H","1950-05-31",59,"Union des démocrates et indépendants",3,10,12,0,0,0,612,40,0,0,9,5,0,-2.47276734593706,-1.41808880701333,-0.684271359228712,-0.502689657408471,-0.203655219775457,0.0648997436057105,-0.297211988238163,-0.648157681501089,-0.380968156057908,-1.07696835009632,-0.248926354859374,-1.16074794916118,3.82169096332984
"Jean-Christophe Cambadélis","H","1951-08-14",75,"Parti socialiste",1,7,2,0,0,23,0,0,0,0,24,3,0,-2.90247114610484,-1.79860448995428,-0.684271359228712,-0.502689657408471,-0.168329801282086,-1.19970422610721,-0.635891306691078,-0.648157681501089,-0.380968156057908,-0.250822323166537,-0.265144960164546,-1.16074794916118,0
